transaction number,account number,card number,amount,transaction status,date,time
583BE2B4-D722-C472-5E79-69FD56D25B98,EE598845214328827359,6.70942E+15,56,success,21-09-2019,10:06
D236BE4E-2645-9684-6599-C1636AF235DA,SI47393180623270494,6.76785E+15,601,success,08-11-2018,09:25
2612E329-8CD7-0337-405A-7219AE85F14E,KW2938277878205616125314828975,6.33496E+17,172,success,22-08-2018,01:08
EE54BDFE-C207-DADD-53C0-7655D8E754B2,RO46YXZQ9199666866650251,3.68675E+14,893,success,03-05-2021,15:06
B0A2CE25-5248-8A18-EAF4-C6BB71DD520B,BG94DMOH28731388827527,484 47557 77346 486,352,fail,09-08-2019,11:12
73D8111A-6357-3669-AB48-79ACC60E8D09,EE426552343592626027,3.74297E+14,664,success,29-01-2020,01:23
81226D9E-FCEE-35E2-ACB8-52656523C336,PT36310010735746771606112,4024 007 19 5662,381,success,10-01-2019,13:52
BA823529-CAD8-A391-649E-973CED583E5B,RO42JRKF6969488654623848,5.03872E+11,770,success,26-06-2018,23:28
1B0443AC-A347-AA57-0668-B8769080C85A,DE88749250890058535237,647684 213773 6245,788,fail,06-06-2018,17:13
FD713F22-8292-5C1B-DC65-4CE4C4D7424B,AZ18132241830050686687720480,670 66955 81475 864,105,success,11-06-2019,09:23
8FAA02F2-5C75-B649-8E32-65EB616BCB02,FO1648236805226812,6.70964E+17,385,success,04-07-2020,08:16
CAA1776D-6C8B-41C9-B7AC-DE869A68A836,IS431534863431541382056511,676 36345 29742 838,114,fail,19-11-2018,00:11
8704F5B7-B316-19DA-5524-A6A319178779,AD9085869849323446437511,3.05228E+14,138,success,29-07-2019,20:21
77191C18-EABE-9B54-A9A5-618CD28799E8,SK6373848592337324472269,4.91352E+15,731,fail,04-02-2019,22:14
A9AB53D5-9DC0-F5C3-CE76-FB632673A78D,KW7763778011760635397266741636,3656 867353 13445,282,success,02-12-2020,17:19
DAACA8F1-64AC-D78D-256D-08E5BD86A783,CY73942224571875326434035780,3624 272681 78431,138,success,21-05-2019,02:18
FA492A1C-581B-32DA-DA0C-3E1E9C8318CE,MT32JYWR64636539639194843669809,6462 8596 3872 1449,967,success,02-06-2021,17:03
64CC4008-9085-267D-9524-F939338AE6BE,BA512156485644668736,5.01838E+13,773,success,07-03-2019,04:27
9F09BDF7-38F3-3D53-1D78-615EA5D1E124,NO0632971159837,2.01423E+14,285,fail,05-11-2019,01:11
762D1B0F-BF27-9419-A5F1-52EDD5D289CD,BE27978618388115,5.13216E+15,899,fail,23-03-2019,09:03
AD09A91D-5F24-36AC-14EA-6198B956F796,RO57XFDY4669017317613215,2.14927E+14,84,fail,05-03-2020,01:31
ACB7E244-B724-0B13-2921-69EA45DF6F9E,GT93413533541408352038216371,656 24451 93527 865,934,success,27-03-2020,11:13
7FF1247F-BBEE-15A3-55BD-849C279CE332,AZ06721818592949676411316618,3666 855528 58325,24,fail,18-01-2021,15:30
4B10423A-ACE7-AE24-9C5B-085608404D24,TR153638758623455477658721,645333 3824446790,87,success,28-07-2019,09:04
182CCE1D-B727-34A8-9050-96C9B83D1082,PT12486586200763352274876,4485 622 26 5547,130,success,17-12-2018,11:53
55742CC3-225A-CF17-31C9-E6C802AE64D9,DK6581598340246795,6.70678E+15,723,success,06-04-2020,22:14
571CD2F8-CAAC-BCE5-63BB-E6CB7EC07199,MU7034334325685762163708781227,633 45253 53533 592,456,success,12-06-2018,17:39
06443389-E2B6-3453-B792-21EBB241D66A,LU743181251483585741,6.76768E+15,362,fail,10-06-2020,10:48
77E97C09-B29D-44E5-2D3C-C8E27D3BA367,IL051373241184433344767,676776 2282132263,118,fail,23-04-2019,10:43
ACC8502B-FE4D-1521-51A7-697585B4D966,BG67XHVC84646351412564,6.70637E+18,792,fail,20-04-2021,17:51
96853EC1-A34C-3BE9-AC98-37359AAE1338,LU526620657566914667,6.45453E+15,792,success,18-10-2020,08:29
7573C228-B5BE-508E-0BB4-DC94FC0BCB82,SM4386586511828053136646409,3.05947E+14,668,success,14-01-2020,12:31
5CAD7942-2757-2544-56ED-F2FE71ADB5E3,KW1475666356603822498558146591,648275 363875 6966,980,success,26-07-2018,04:55
D23A462E-4A16-535A-39ED-49E793406EA1,LU352048642184252782,2.01428E+14,990,success,31-08-2018,17:22
8B7AF2F8-42BD-112D-270D-AB9A9B19E929,TR247256407430533857495463,4.91729E+15,238,success,27-03-2019,21:46
CE38412A-6977-2C33-74A6-78199E804223,PS183749825756234289425471952,676732 666175 2958,767,fail,27-12-2020,07:18
6CB2566D-35DA-AE3D-14D9-0202C676DF96,AT856669290880439928,3637 816865 34289,820,success,14-10-2019,16:16
741582B2-86D0-9A7F-2B6E-95ABC1B286CC,SM2520262354535335676327185,3.68356E+14,630,fail,31-08-2019,10:52
141C97D4-D55D-1912-F1C3-9F36E5DDE6F1,IT202QJGUI23484052960727748,549562 476798 5624,817,fail,29-09-2019,03:47
903657CC-1623-AD4F-F90C-3C9480552A9B,MD5866427454572044486555,3014 823822 35843,822,success,10-11-2020,21:44
40B70DB6-54DF-A214-4C53-9E2D2552A324,KW4567331921328364148495718216,455638 553238 6557,369,fail,02-04-2021,10:32
72B4921E-4B73-B515-ECAD-38D97E378352,GR1075674243324923427888676,633 34481 41593 730,159,fail,24-09-2020,09:45
282839E1-362E-D615-DBAC-D0FA8BBA05DF,TR059096222571716868228443,531 46615 46321 423,62,success,24-09-2020,08:14
665DD9E7-D66B-9645-BC44-6BF18DD82D12,PL59960310851880534225935023,417 50026 12444 195,832,success,01-06-2019,10:46
162CB236-3904-8873-2E1D-1E2F45D69C3C,BG26JFJQ97248852594861,3047 727987 32830,546,fail,14-07-2018,03:02
0148162D-8F1A-DD09-A663-5F23A64C784E,LI5439578955655164025,6.70679E+18,728,fail,17-11-2018,21:01
B8EBECB3-9A42-8A18-9125-18F95D3797BA,ES8876356804532352751470,6.76749E+18,754,success,12-09-2018,16:57
8987735B-844C-131E-42C9-5E5AA68DD717,SE5810340348114165301834,2014 244212 76776,826,fail,15-03-2019,23:21
26DC98FF-480A-2DAA-6B8C-4BA1D13EB494,GI11YBCM882485660510738,491 68578 27333 135,168,fail,28-02-2021,04:34
1EE566B8-E55C-A1C1-91DC-CCE54CF72E79,DK8767948806035601,2.14961E+14,239,fail,07-06-2018,06:15
9D40DB73-ECBB-85D1-B646-6D423C26ED25,SK2526025084383261555810,676262 828335 3775,722,fail,27-01-2020,02:26
AA286221-D81D-C96A-2DE9-B138D6D63161,AZ11101127348965671648168576,4485 327 23 9359,161,fail,29-12-2018,19:46
BE91CAB9-23A5-F3B9-5BD9-D3A524DB4B1C,FO2586678834685985,5231 8717 8496 2461,295,success,20-02-2020,02:33
BDD36EE5-A5A0-7C85-A6B9-5A774230DC1E,MC3870664687231874120156280,4643 364 34 6558,102,success,10-03-2019,23:41
78917216-A8C8-AF08-A377-CCCDCBB52ED2,AL88413706131259712137662856,6334 2762 6741 4574,840,fail,24-08-2019,13:55
B7A7A4EC-A704-98B3-2AF8-A917BB3983EF,AT325547514483381357,492947 2785752360,547,fail,18-04-2020,02:41
9415A933-7609-41BA-779B-7C486C327CF1,BA230518904768364752,3.04156E+14,340,fail,20-08-2020,12:08
E99DE0CE-AEAB-6865-39A2-E8A6C04D7217,MR4916811123633444562458362,6.33417E+15,552,fail,04-05-2021,20:08
5B9B13DA-D50B-D0BE-668A-9145A2B842C9,NO2599502435175,6495 5378 6727 5268,28,fail,31-07-2020,07:47
297C3A0B-FA20-7647-A86A-F22611C56131,BA973458340594671265,651758 4354146481,486,fail,06-01-2021,22:21
C32E96D7-DDCC-8681-5E65-C0A9F90C41A8,KZ767330512824362685,448 54656 37748 574,161,fail,03-02-2020,10:54
CD010316-B430-7B39-EDB3-28566EF6625D,AL19532206725217003178714478,402400 7194432131,450,success,20-11-2018,08:42
C5E47332-2A94-3114-92AA-1D70BF7BD6AD,DO37557341470757867805911344,4903 7887 2252 3469,869,fail,20-06-2020,02:28
815A190C-D16E-B794-8798-4101C29B9832,IL363547060837197546216,6491 3433 8579 4342,805,success,12-11-2019,07:35
D0D1813C-57A2-A59A-C784-B7F411C7C0C8,NL87ENUX8815360222,467557 826573 6859,333,success,16-01-2020,07:39
98CB2BA2-22AA-D3D1-F385-C6944AB8DBC7,EE096614641887873241,648812 7421568165,889,success,30-01-2019,22:49
128A3BA8-9B8D-9632-28AA-822C6F45D436,IE55HFUO12031162446698,5.89318E+18,312,fail,20-03-2021,15:45
CF9A6AD6-6303-82CC-49CA-094737EE5BEC,AT418533163373421884,670654 7874325928,175,fail,08-10-2018,17:38
99D955A8-97BD-34C7-65E4-4DE73B5F465C,DO47354953943961172897459398,5.64479E+18,248,fail,14-05-2021,10:08
F5468A94-D19E-361B-DB16-B493A21D8BF8,PT39295148567111574518637,676799 6828552747,598,success,09-03-2019,20:44
E6D6A322-C33A-556B-E812-858E20364B4D,DO73247847116861110704363014,676744 76 5746 3773 525,264,success,29-02-2020,15:39
57D36422-5157-AE55-89E3-7119F1114D89,ME46361158463036624863,501875 289825 5571,274,fail,26-07-2018,13:05
219AC891-F4AE-F59C-BA70-07D082E5CC9B,AL83578599535840743352386574,3627 433527 89531,690,success,10-06-2018,16:05
184A2BBC-CFA4-E0CB-4D7D-CD3638AD330D,KW0582596789451743883883530478,453 92595 24214 766,21,success,19-03-2021,06:26
286A2C4E-D4BC-29BE-2850-9318F7EB9916,VG0425673536059405873961,2014 127277 62771,938,fail,09-03-2019,01:46
FC0893B1-1ECE-52C1-27FB-42754D80B66B,TN1850858870685822335749,646 36456 23259 423,743,success,30-03-2021,06:42
AAD68D13-3399-D11D-B121-815C5CACCA0B,CY67645392912567183667532222,3685 916535 27637,487,success,05-09-2019,10:56
C009A75C-D4B7-C890-075D-CB7AAB0A0B6D,IT416MKSQI11171104388586318,3672 775924 26542,937,fail,31-08-2019,16:50
1499BEC4-664D-4DED-DD7A-135A70506237,MT64UQZD38406537212318188304375,6.76737E+18,627,success,08-11-2019,22:27
BCBD6D55-B8E6-13C5-D486-513C3CB66609,SE4438172646282706757517,4.91326E+15,61,fail,26-09-2020,11:48
A922C842-13A5-A58D-94C3-67FC274E554F,TN4125443387623727978504,6304 5561 7393 2256,558,fail,29-02-2020,11:59
FD5B7606-56AD-EEE8-E665-3E9ADCDCB958,CZ8939523496682124889732,6476 6163 3587 7377,964,fail,24-09-2020,15:06
B7A32CDD-BD96-DC1A-ACB8-3405DC5445EB,LI3342122622890269742,564182 2536753553,85,fail,09-12-2020,15:15
C7DB81B6-65AC-6196-94A5-BD36A0A27396,AT573274572788555063,5893 766 93 7690,938,fail,20-09-2018,19:57
A9BB1B31-B41D-DF1A-62AA-1FC12328D984,MT15YSXN47578249928235492557691,6.7598E+11,905,fail,28-09-2018,21:30
EEBBA2D4-48B2-1DD0-A628-5B23EAD201DB,PS814969825705882432796089589,3027 425927 33856,392,fail,25-06-2019,21:26
1820262F-ABAA-45E2-1233-863D7A2BF89B,RO52JDIF3318054865584841,3.47513E+14,508,fail,03-01-2021,19:27
CE766ADE-E9F6-62EB-D284-68121810D9D2,GE31136926514562366457,490564 38 6444 3837 267,267,success,20-05-2021,11:30
DDC61AD6-89B5-E89E-70CA-49B1D58BD4C7,ES3317163116257498885938,6706 3126 7613 7355,455,success,22-02-2021,10:38
8C0491C9-5DB4-94C3-0398-3FCEA91C5AD3,KW1287429183939351406968326377,5.3679E+15,889,success,30-12-2018,12:35
B66AE532-3472-02FD-7A1A-5768B458ED54,CH7647661132844944572,6.75985E+15,953,fail,29-12-2020,19:19
F672B977-3BE0-3943-8487-5966E4A74575,KW5145023726518781197472131161,402641 582274 5287,381,success,26-08-2018,23:43
6E26CCBE-4BA6-831A-21B0-153D86148C62,CR5521046164187954666,5634 631528 1353,287,success,28-06-2019,21:28
45264C83-D5ED-C19B-2E48-7DE3BBEBC149,GT45390927648353984836020873,6334 6243 7179 1264,350,fail,09-02-2020,01:49
E858229E-4186-7B7E-03B2-DFC473588924,LI0917632645452111440,402 66374 33425 963,920,success,23-01-2021,01:25
DC9C7E2C-CD1D-E5A6-B170-B7B6BBB75494,CH5291713618717431174,564182 381243 5790,290,fail,29-10-2018,06:47
175278DA-F8D5-379C-E324-A259E52EE263,MR6044591251144587234560983,3633 818353 94352,66,fail,24-02-2019,06:58
9C828233-C677-3C74-7482-1A989BDF14C4,PT40748836771276226683331,2149 332422 11270,939,fail,30-10-2019,11:33
2FB55B1D-AD36-C332-01A3-7DBC0254839C,DE02963528155826519643,6.77187E+17,928,fail,02-01-2020,00:12
4AC91DCF-442A-33CF-6CA6-23191EC731E1,EE021242652791582749,471636 733856 5664,90,fail,21-08-2018,11:57
B71EC42C-5143-12D0-BAA6-2FE82E837803,MK28514863646672196,4539 9196 2257 7857,154,success,21-05-2019,20:36
AC115A2D-911C-167D-8EC5-94AF6F0DA23F,SI14587470712522277,6.70974E+18,685,fail,15-11-2020,20:14
3E3F9C7D-DA5D-717D-7148-8469C7218D36,CY09515326372614393164778443,6.3311E+17,473,success,05-07-2018,07:51
A6DC4912-0EBB-48C1-A5AA-724BB06E8F7A,HU46657391363781437672958667,491 31483 54531 173,679,success,04-04-2021,17:13
ACB4BB72-288C-F2E3-E611-00DF114DA1C4,FI0702527407221623,648728 8792736376,61,success,04-03-2021,14:22
E0620A53-31EE-587D-4338-9B7B18E49D32,DK1551697033495454,6.77155E+18,866,success,11-04-2021,09:50
EC3D580D-DD8F-BEEC-7EA0-610DD1F43379,MD5437941573567775710803,6.33472E+15,946,success,28-12-2020,10:27
DB3DEE4B-23E7-9E84-E623-DA837587A50B,BG03GAXF53950580385875,4.90542E+15,86,success,10-06-2020,18:04
C32F9845-8B64-736C-462E-3541A8B14F48,PK7681513737992125815914,6.33484E+18,437,fail,12-12-2020,08:48
DD7C3585-94DB-33BC-4477-42EA98B3E7FC,FR9242544381353355309667133,2014 288224 68346,78,fail,21-12-2018,04:50
53B2F78B-8C32-6DDF-97A1-6481EA8762C8,GI69FSCM396794372137445,2149 226654 72592,38,success,11-08-2019,23:57
681C5828-9666-12B1-6753-EC25AC5EC51A,LI7553127284853745653,493647 8938462352,502,fail,18-05-2019,03:40
3A179A4A-608F-46E9-C8DD-DA30ECB54BB1,ME03177238270414838218,2014 621325 47663,544,success,25-07-2020,03:18
DCCD847F-786A-E814-776A-2E79A54D7B2D,MU3655550831379743086412687464,6.77144E+18,345,fail,24-12-2018,05:26
E81C1046-420E-5896-87ED-ABEF3AA553EB,GI34IQEU952149817194034,490576 7487582488,828,success,23-12-2019,01:27
A232C816-B355-EE1B-54E9-9D68B4B41797,NO3297897945924,3.00465E+14,213,fail,24-01-2020,02:17
7313B276-E916-0363-38A4-FBA5B214B568,DO54173238787529524134062081,484 45385 24587 143,931,fail,16-08-2020,10:18
87896244-D189-9D32-DA62-FEC3D9826799,RS55416046360525119531,4.91354E+15,917,success,23-09-2018,02:36
1EB2F3B9-4C8E-5AB5-6BC5-51B4C25AA95A,HU18169516919031358583134090,633 34648 45444 252,873,fail,14-08-2019,17:30
A3CE5517-5E8C-E57A-8ACA-D7C5E35A9757,AL97018172970586921796457652,4929 5656 2784 7833,328,success,10-01-2019,10:21
074D57CB-F2F5-BDD0-7D20-DC83CE125B5B,CZ7415528705439293867314,4.90367E+18,478,fail,11-07-2018,18:29
066BC425-C4AE-B7C1-633C-794932637524,PL70482541408866110860367566,402400 714439 2856,942,success,26-09-2019,08:58
67DE78F7-0885-D54C-ABC2-97DA93A63B93,LV59IYHO4858556132625,677 15878 98666 154,655,success,30-04-2019,10:32
DE2C759B-9A9B-F164-B173-354C29288E1C,CY41933352613640577262146144,633487 1213327340,625,fail,31-05-2020,20:22
734099F8-DCAA-7DBB-3356-04397E84C7EC,VG6590350867126832843787,538348 7639416821,281,fail,02-08-2020,16:42
75CDC09A-2E86-F529-21BD-8FD08BD5E531,TN3926167675503315785938,649744 1141794962,655,success,28-10-2018,02:57
4AE3B338-FD44-1C3B-D35A-88AB622D8C19,PT88838092144737213428017,402 40071 83494 217,715,success,22-11-2018,21:15
92647539-BD96-5D3D-B40B-63CAF7F77B0E,AD6824914850757313733803,522322 9945514798,585,success,15-09-2019,11:46
3D9144F2-DE32-2BBD-9A2A-9CA3E66E40AA,BA863283225676417681,3622 586872 88869,897,success,28-02-2021,09:45
CF826578-1527-1D2E-CB32-B1E95E995E82,SA0382258395852490643569,3471 373726 25579,938,success,14-01-2021,11:13
534463B0-4A59-9BD6-A7C1-4B9C9B36FCD6,AT138244684707316113,551 67126 97342 340,436,success,12-01-2019,12:09
617202C2-6366-9233-D3E5-463BAF4C5922,CH0771156111054684538,6.01144E+15,195,success,18-02-2020,13:10
E3CD51D7-D127-AD81-63D5-26A4E55FE577,LB31884366123754796643274697,6.76795E+15,778,success,24-12-2019,10:09
159AE4EA-595A-4CD3-B337-DD68A28A62BA,HR8924516663180828830,402 66556 86887 440,199,success,23-01-2019,07:20
63B48465-9CCA-2CB6-6950-5E5EBE5967A4,GI87PTQI251120625422932,3.48382E+14,267,fail,29-10-2018,04:12
CCC78CCC-03C2-A3A0-3B0F-089AE7E6C279,GL6827325064162330,3.05629E+14,685,fail,15-01-2020,07:28
AC58FEAB-E9AA-1CB5-6407-5449764E72EA,HR5812477877653564578,652 91278 93254 477,824,success,02-04-2019,22:42
BAC93714-DBC5-72A5-06DD-616E74573FA4,LV41VCPW8822298058527,491652 3487558318,88,fail,24-06-2019,04:46
25B36B61-29C9-C567-5870-A5AE968CA962,FR8816433555177639573858245,6334 1922 3832 4653,414,fail,30-06-2020,21:58
C8B88C91-A6A7-DA99-BE94-AA796E01D1B4,DK9051248644043375,3633 271843 22353,115,fail,06-02-2020,08:44
C936D81B-1138-BDFF-6F1C-8FA185E58FA1,EE534055377357676813,4917 6662 6854 2958,253,success,21-07-2019,19:42
C8FDBFC3-69DB-86C1-684F-229DC8614262,LB29223695185049467440310636,473956 2145525637,345,success,04-04-2020,03:40
E459776D-7CEB-2B48-2F99-B2989D4995CE,KW3952294856866803208054159850,3454 373426 38443,845,success,21-09-2020,12:50
217AB759-CE8E-DDD2-A8E8-5252A44FC101,NL05OUJP6116604272,3.48272E+14,882,success,20-10-2018,08:17
DCCC74C7-E24C-B656-08C9-C3AE481D55E5,SE7316140435157758955858,556 25543 53162 486,744,success,28-10-2019,14:39
B40F4263-439E-755D-A641-7943AE27916B,BE95185767312442,2.01434E+14,35,success,24-02-2020,21:28
1E9CCE0D-5503-4581-0592-584FFA97AB26,IS173768111721833449035506,630435 62 5772 6486 774,975,success,05-09-2018,04:13
DCBE8EE9-CF25-7E64-D923-D79A35DDE358,LI8074262285694333272,4.17501E+15,918,success,01-07-2019,15:32
CB377AD2-6792-CDD5-0E3B-D6DB64D02AF9,KZ133357447245127516,417500 1767675280,825,success,08-02-2021,09:02
82355667-B818-8748-6B19-8D9133AC0713,LB89538368037376758133759633,4.5323E+12,626,success,03-12-2018,11:43
B42B516D-4C93-E5E1-9DDD-A1E71E637F1C,ME14976418535831488974,527421 726813 9788,174,success,05-07-2020,16:37
7D341166-4E69-FEA5-CA82-81BC294C7B6F,TR349270718585180368448313,646824 2247145660,243,fail,16-06-2020,08:04
C27B352A-1A28-798D-B183-DCD16956A73B,AT613415536468665378,3682 742822 39235,259,success,07-03-2021,12:28
567B6A15-BADC-38CD-87B6-1C6584937D6A,IT035UJQOI40895248315751952,3.76712E+14,753,fail,28-09-2020,21:33
EBC48CE6-2C55-DB16-A0E1-258C95EB475B,IE98SCDR60219866058516,676775 224186 3249,495,success,19-04-2019,06:52
5AB70515-412E-4499-13DC-32D2A57D352A,GI96HBDQ527421505034515,670622 24 3777 8222 784,275,success,20-08-2020,13:08
E3455E1A-0DD4-83EE-A2C4-497D71756B43,IT027BVQKI51559395018922353,3029 295243 15593,440,success,30-11-2020,23:05
E2C749DA-9CD9-5B70-239D-31E690827937,GB58WWAY45741510467858,3.65525E+14,218,success,06-10-2018,01:18
911998CB-2D88-27F2-9084-44E7AD8E83EB,NL25JYRQ1826321788,6454 4633 6596 2381,514,success,15-10-2019,04:37
2265242D-EBA6-6AFB-6A26-C93BED9C2490,AD6357686989817733175552,649 56143 62752 545,500,fail,23-11-2019,13:22
DB78C2C5-623E-0C28-8136-9C3EE15CA0F8,KZ738727216657878792,491394 441788 3654,973,success,16-01-2021,07:42
8B76AD61-79B9-EA7B-5EE6-24995219BD65,BG17HFTF02915548955855,3.66776E+14,884,fail,09-11-2018,16:24
95AA2592-41E8-CE5B-E84D-CDDB5516D148,RS57358886788161933734,492923 6162179541,206,success,05-02-2019,04:04
6ACE5E8E-E391-86BF-5116-189AC521D793,PT37556892424725641772349,3452 554123 57482,201,fail,22-08-2019,00:20
B84265DF-5DB4-651B-D16D-88B77CC1462E,IL866072617528115275329,538317 243866 1567,618,success,16-06-2020,12:02
72452ACC-CCD0-25AC-971F-65ACA194E36D,SA4417172282018427081458,4.48546E+15,254,success,31-08-2020,10:04
09BF7C89-DBC2-49BB-0309-3BA25DD4064D,DK2352751117629672,2149 956734 48689,973,fail,29-04-2020,22:26
6946D33F-77F2-9257-7D06-BE6485ABD3CC,IS987362995231171567537486,6.45218E+15,321,fail,27-03-2020,08:22
BA45A23C-3351-5CED-8218-C8443D446C23,MK65652632684776412,453382 281624 4977,154,success,25-12-2018,19:08
73AC685F-A67E-A312-B324-462D65C717D9,BE18717352412481,3653 786433 21757,676,success,20-12-2020,16:29
B5210345-1CAC-FF8D-AB59-93E9FC8734C4,FO1747733531912155,492965 3574746529,424,success,15-10-2019,07:30
BDC3DA6E-1E82-348C-57A9-57DAE4DFB477,SA6635014856154597111803,6.33437E+15,802,success,31-05-2021,11:52
AE1BEA23-C791-2B3D-BECF-662DE8A9D950,MC6587050865088757562144594,670 97417 83431 284,399,success,24-03-2020,10:07
3AE63ED4-3DD8-EAAB-1E89-4E2ECD38E183,SK0218415549487185551609,484 48386 33961 647,682,fail,30-08-2019,08:50
240CDC89-643B-4F6D-5E2C-BB7C3D4EA259,AD6366226578067813644219,633 43438 72783 486,152,success,03-11-2018,20:26
6AFE21E8-D1A9-453A-5CC1-65D844187109,GL9620364781180873,4485 7168 5962 3162,302,fail,05-03-2020,14:30
32B939CA-AE12-5FF3-B1D8-18C7E3992F45,GE31389007165829524019,3.63637E+14,553,success,22-11-2020,02:23
F3ABCA8D-CADA-8422-B7DB-2E6DBAA28D29,AL22848512594649544141266852,5.03865E+17,665,success,02-11-2019,06:25
DDA18E30-B29C-93C9-9F22-142CC4B9047C,CZ5123353147741737749585,4.71628E+12,618,fail,08-06-2018,18:58
B2562D36-E233-AC1D-D981-272C0E2903CB,MK22227438327631535,3486 824245 23149,993,fail,31-08-2019,07:18
C9723E2C-485B-86AF-05E4-EB54C4D17BDB,CH1840396522884321131,5.64182E+15,197,success,29-07-2020,01:17
E0BB4D58-9F30-5AD9-3241-D713D41AB6D8,SE9725184679527321054345,6.76177E+15,163,fail,23-05-2019,01:33
A702E330-4423-327C-B1B5-B1179CEBF609,PT53167178926385433290501,3026 779942 58377,552,fail,09-04-2019,11:37
F132AB33-8DD6-9CA9-2D79-AB6E8C7AA53B,CZ9065642521222875229362,4.90583E+18,196,fail,21-07-2020,01:48
92AC4186-8ED0-DE5A-356D-1A364446D93E,KW9044627333556958471380197922,5.64182E+18,939,fail,28-08-2019,11:59
41B56CC7-3C24-CB8B-B115-0A226A633D11,AT712795710128316118,5.47725E+15,732,success,25-02-2021,02:58
6EBA2AD8-8588-1EA6-E7AA-596B4C25BA5C,LT561778169616711338,453 28665 82356 433,817,fail,27-10-2020,13:45
BD295AF8-7837-169A-831C-7CAA7E5A9997,NO2054625359754,6.77116E+16,936,fail,27-08-2018,12:56
368816EC-6D62-2AB3-06EC-D6BFBD7AA651,FR4734304409762766625084156,3037 182176 83162,411,fail,27-04-2019,12:52
FC87860D-8771-8C6C-0BD4-E5DEE4824BB0,CR7498459864053297181,450843 829915 8468,726,fail,25-04-2021,04:51
FA936E77-22CA-6B5B-E7CA-52D3ADE6406D,FI2359663557373547,3663 232581 27882,68,fail,25-04-2019,05:28
AC4CE514-FA35-6D06-756D-475CA1A4116C,LT541865871671169317,542488 7885782431,446,fail,01-10-2018,13:47
9EFE8644-9BA7-B2A9-585A-5BC7824C2FE4,KW7154086434749368846444326534,676728 66 2776 3845 830,816,fail,20-03-2021,10:21
A398A762-4426-96EF-6CED-551C64478C89,CH0822538196376436336,3.03275E+14,324,fail,23-11-2018,18:32
3D471A37-54DB-1C59-A771-3B2F7EA95E72,NO4678317292678,544746 674811 4786,970,fail,29-01-2020,13:21
D2822DA4-244E-AB83-8AB3-685D188BDAAC,VG8245173382553468622617,3.43646E+14,790,success,16-01-2019,10:41
8B156949-6162-91B9-EB99-D9BC0CA0CEC7,LU657222729355843544,524622 471893 7469,679,success,27-03-2021,17:48
992C3AD8-2A79-490F-BA6C-3144282C1C11,CH2820101546516497526,4.91638E+12,810,success,21-10-2019,09:06
7B936829-3E35-5D9A-8143-1828E15B401C,IL881405370904103884644,2.14927E+14,76,fail,09-10-2020,04:44
368198BC-4AB0-5986-442C-2A8B470E3464,BG11YECM83592392668072,633 46235 31372 858,553,fail,11-08-2018,04:12
B448296A-1296-541D-3E3F-C11A24112363,MC6653778666548139433725184,559886 7374657435,119,success,27-08-2019,23:49
7D0C6E4A-9283-5E3B-2EE7-A6CA74E6C233,BG53MPFP17653255898385,675993 7376624322,927,fail,19-09-2019,11:06
F79BBB19-147C-5976-21E1-456EC74195DC,SK9736811975403867727777,6.30423E+17,806,success,11-08-2018,01:23
5AFD719E-65B9-B27C-7C35-0413E9EFD4A4,NO1471271911072,633451 436629 2446,787,fail,02-11-2018,14:21
ECAA27C2-258E-9C59-5DAE-9BB96CDC6E1D,FO7207661512244498,491665 4866396549,446,fail,18-09-2018,13:58
FDD06ABA-50BC-C307-44B4-892222CC2C7B,LB86352633804523461445564262,6.30463E+17,120,fail,30-09-2018,23:52
6E75A3AA-1D2A-87D0-C4E5-EAE79F5128BD,MC6894875043164238175883308,3.77118E+14,235,success,19-08-2020,07:08
CF252ABC-2452-77C0-CCCB-E82B8219CA7C,AD4307546670547684313607,6.70633E+18,566,success,05-02-2021,13:57
39934331-6430-6474-7D82-592E256BDB17,NL48LKQF5166113673,518115 263645 4993,119,fail,10-07-2018,09:27
C8C08117-EDA0-DCE7-DDDE-573287141D1C,DE45515713650136172485,3653 324338 69731,679,fail,02-09-2018,20:21
4458CDA9-CA48-51DC-6AED-61C93C915444,AE416928298857671902322,677165 833834 3264,393,success,10-01-2021,21:24
989B1F56-B335-9226-A2E0-6C4CC33D7A12,AT713361865986766304,2.01426E+14,411,fail,26-03-2020,16:47
D8B9B581-5362-1E61-F447-B42113C2F993,PK5851261268048632226182,474569 249988 7572,960,success,08-12-2020,04:49
3B358675-269A-8112-38C8-5E087B515F99,IS205478084898646764511158,644776 776577 7854,96,success,19-05-2020,18:23
2AE1619F-E5BE-BA19-C583-12AB29E51444,MR5247773745303426517253439,576 78843 41569 176,231,fail,11-01-2019,05:23
1E4B2160-52A6-5BEE-99E5-999E7943A46C,CZ7379823883409956862059,633456 5313671264,200,fail,19-01-2021,16:14
DD61C15C-7BC8-8375-A288-DE3875D2553A,MT87PQCU79792809666878270268839,6.33444E+15,181,fail,23-04-2020,05:43
3831A90B-E319-BBBE-20ED-62515CA5CAD6,HU72325333475691542422170461,633438 9884766365,873,success,20-07-2018,16:59
9AA8C8B1-D2A1-3B63-169E-1016335569C1,IE22HEUX38803968651055,3731 357263 49752,885,success,10-12-2018,02:13
3993EE62-5A61-3601-9646-FA89F96C7D2A,BE06286661732221,4929 838 52 7786,650,success,13-11-2020,01:44
A692C369-6471-E252-A8C6-88A3D564CB5E,HU83774375274334743285486710,676797 549752 4351,155,success,14-05-2019,06:39
